bodyId,x,y,z
720575940608772821,148496,32936,4678
720575940608774776,156064,42312,5176
720575940608801749,165144,30536,4129
720575940608806776,149480,32328,4457
720575940609066030,151960,27672,4153
720575940609097058,152032,25192,4202
720575940609104579,149528,30952,4764
720575940609143672,159576,40008,5277
720575940609153746,171144,32224,4360
720575940609163986,153168,27552,4288
720575940609184210,151368,28128,4575
720575940609190866,148648,29520,4227
720575940609208530,144984,26688,4007
720575940609220291,144912,26232,3924
720575940609371086,163288,43160,5175
720575940609405646,146456,31184,4236
720575940609634571,164776,31600,4723
720575940609651554,170911,31418,4519
720575940609684946,152248,30376,4367
720575940609694818,158456,38824,5245
720575940609871253,147192,32056,4381
720575940609921230,167872,29087,4424
720575940609940373,147776,33256,4454
720575940609941653,147720,24424,3874
720575940609944526,174059,31286,4301
720575940609970801,165480,30176,4557
720575940609979505,167544,30848,4534
720575940609999217,165832,30168,4309
720575940610101210,166736,31400,4415
720575940610137050,149800,29752,4209
720575940610140378,152240,40408,5305
720575940610147826,175409,32628,4357
720575940610167987,158984,42408,5128
720575940610175218,163992,30408,4450
720575940610210034,155856,25112,4160
720575940610336610,165392,30464,4400
720575940610347929,156448,28608,4448
720575940610353381,165104,42208,4933
720575940610358501,163704,31504,4553
720575940610386661,160448,30520,4810
720575940610470130,146984,29960,4271
720575940610505621,150800,25056,4096
720575940610580377,171576,31504,4478
720575940610669786,145600,28504,4129
720575940610676403,157888,43024,5367
720575940610690162,159424,41728,5118
720575940610691507,159768,43944,5165
720575940610773171,171280,28464,4113
720575940610773714,143048,25048,3782
720575940610784179,164176,40648,5121
720575940610793395,152224,27600,4293
720575940610823010,158248,44752,5360
720575940610943897,158336,31312,4818
720575940610944022,150816,37768,5245
720575940610946730,147952,28160,4309
720575940610952089,172656,32680,4541
720575940610963734,145872,27592,4267
720575940610990821,171032,29861,4243
720575940611045700,158272,29856,4703
720575940611098517,155016,43496,5433
720575940611110468,155656,27720,4172
720575940611129571,166736,27648,4085
720575940611204323,158408,41928,5316
720575940611343054,150208,33264,4828
720575940611343218,154912,45888,5096
720575940611453107,147616,28408,4114
720575940611569301,151672,28584,4065
720575940611579541,155016,29232,4758
720575940611586453,162016,29944,4589
720575940611660714,152920,28656,4500
720575940611664281,166304,30136,4236
720575940611686629,148760,29152,4487
720575940611697066,150065,29929,3907
720575940611704813,147392,31264,4367
720575940611748594,163224,38464,5076
720575940611769059,155832,43352,5389
720575940611771029,152072,30304,4061
720575940611802330,160344,42632,5298
720575940611837809,165184,28640,4500
720575940611946482,153960,46024,5242
720575940611960872,144432,25856,3846
720575940611985448,163616,28880,4488
720575940611987240,160016,30536,4662
720575940611988008,160216,30888,4743
720575940612019570,153568,26320,4090
720575940612091601,157507,32041,4899
720575940612151538,163688,26416,4178
720575940612178418,158944,27776,4249
720575940612190693,160464,38624,5009
720575940612240918,161360,41248,5104
720575940612302042,145536,38336,600
720575940612337203,148424,31720,4527
720575940612339810,151144,30312,4562
720575940612362663,151176,25800,4075
720575940612372650,172274,30497,4350
720575940612421290,167808,28208,4061
720575940612435198,156760,44696,5155
720575940612435454,156288,44544,5098
720575940612450730,156872,28056,4060
720575940612490723,151120,28064,4150
720575940612572670,150848,30648,4244
720575940612590754,153520,31176,4257
720575940612606673,155256,38816,5292
720575940612607953,167400,27488,4031
720575940612664482,156448,30704,4680
720575940612668018,150520,27488,4000
720575940612668834,156760,39896,5280
720575940612690338,151832,44144,5252
720575940612706706,165488,30944,4311
720575940612725906,146408,30608,4198
720575940612728466,146584,25840,4045
720575940612740886,157072,28664,4311
720575940612747158,151856,35536,5157
720575940612758934,154752,41984,5389
720575940612763542,153296,29960,4224
720575940612765846,151472,29136,4382
720575940612766102,162632,39704,5156
720575940612767126,154480,42048,5305
720575940612778646,149280,25424,3909
720575940612796786,154872,30064,4149
720575940612846962,146856,26632,3883
720575940612853354,165896,28560,4300
720575940612872173,156472,45144,5335
720575940612896106,169320,30056,4378
720575940612924522,155032,29960,4544
720575940613017059,162168,27088,4321
720575940613041123,148632,27928,3891
720575940613071587,147504,27744,4261
720575940613119459,166464,27216,4216
720575940613156067,166536,32640,4545
720575940613213151,168768,28304,4228
720575940613248479,166544,30400,4549
720575940613258975,155504,25432,4211
720575940613272799,162240,32984,4917
720575940613284063,148528,30472,4349
720575940613353538,169872,33248,4527
720575940613364461,156112,42344,5262
720575940613383633,149544,28232,3890
720575940613386050,161537,27428,4471
720575940613403458,154936,30536,4213
720575940613421890,156392,26536,4431
720575940613434178,154704,28984,4349
720575940613460034,162160,42168,5176
720575940613478422,172682,31881,4480
720575940613501855,161592,30792,4635
720575940613507946,145560,27176,3944
720575940613532831,153448,30696,4694
720575940613540767,164505,27918,4483
720575940613563187,148160,26536,4088
720575940613583001,179416,51040,3014
720575940613593503,161230,30886,4791
720575940613681458,157808,44016,5199
720575940613684906,162012,28280,4436
720575940613690031,161480,44896,5134
720575940613727399,155464,42768,5308
720575940613735948,168528,27720,4184
720575940613737647,161256,44072,5261
720575940613738415,167264,27976,4337
720575940613764364,168200,30976,4457
720575940613773566,150624,32256,4167
720575940613776543,146664,26952,3960
720575940613782796,151352,27328,3948
720575940613799436,150056,27464,4376
720575940613864498,159712,38976,5141
720575940613867682,161288,40240,5112
720575940613929670,164728,28824,4282
720575940613941042,157758,42640,5143
720575940613954769,154688,44072,5283
720575940613977041,150920,33432,4966
720575940613987635,143584,25704,3773
720575940613987730,163208,38392,4975
720575940614010419,158464,29632,4618
720575940614027059,155392,40064,5213
720575940614036019,151840,30160,4151
720575940614115515,159144,29744,4523
720575940614121147,167712,32112,4595
720575940614131131,157136,30144,4376
720575940614132667,154696,29896,4729
720575940614148283,148368,27016,4154
720575940614186602,148664,27960,4245
720575940614199914,160312,40256,5028
720575940614200426,151104,31024,4720
720575940614229159,157712,27024,4173
720575940614229415,153672,42592,5312
720575940614229758,157480,26000,4318
720575940614240766,163120,27664,4236
720575940614251670,166624,31184,4551
720575940614283006,152248,29640,4014
720575940614306814,153784,26008,4167
720575940614313996,149320,30984,4126
720575940614318482,163664,30928,4490
720575940614348394,154104,29920,4812
720575940614428722,147304,27488,4354
720575940614447922,157056,46256,5207
720575940614490018,150344,25264,3965
720575940614524127,151784,30928,4235
720575940614551954,162424,38240,5136
720575940614606738,151368,28400,4377
720575940614614203,153880,43632,5302
720575940614742687,160560,38664,5098
720575940614744991,168352,31288,4534
720575940614772383,168536,30440,4389
720575940614803286,154051,29296,4740
720575940614822506,172992,30736,4332
720575940614845802,149384,28224,4550
720575940614854294,158800,42400,5228
720575940614861974,152216,28952,4345
720575940614862230,152896,30416,4745
720575940614869387,162456,39488,5051
720575940614890902,154104,25328,4155
720575940614899851,156888,43152,5234
720575940614900886,151920,28464,4638
720575940614902667,158616,29072,4562
720575940614925963,173864,32984,4358
720575940614981087,161952,35800,5073
720575940614983274,149704,36704,5069
720575940615019231,154456,26600,3988
720575940615066335,146448,26208,4121
720575940615072373,153432,28168,4353
720575940615101452,145560,28824,3946
720575940615125307,173864,32168,4420
720575940615134918,161104,42984,4974
720575940615136059,147136,28712,4319
720575940615193100,164217,33569,4903
720575940615196063,168923,31182,4576
720575940615255090,167808,30024,4250
720575940615270962,148736,26296,3941
720575940615289759,152864,26016,4043
720575940615344315,152552,29296,4439
720575940615356347,171080,31224,4230
720575940615386324,145328,28424,3815
720575940615401433,158736,44288,5008
720575940615409625,164040,31088,4598
720575940615456985,150184,29920,4466
720575940615465433,146280,30328,4283
720575940615481489,166968,31064,4632
720575940615569723,170032,29592,4237
720575940615571601,148136,25232,3897
720575940615651014,150432,36640,5201
720575940615671494,158224,45512,5355
720575940615696070,164088,30456,4543
720575940615728102,151504,30592,4379
720575940615737531,147808,31568,4697
720575940615768693,148408,25960,4147
720575940615780353,167680,28464,4272
720575940615785228,145568,25016,3944
720575940615798540,156424,28312,4149
720575940615832577,154360,26520,4226
720575940615838662,162269,28759,4606
720575940615876294,155136,27120,4046
720575940615894173,159712,43624,4919
720575940615896989,155648,41544,5218
720575940615897245,167472,31432,4576
720575940615897501,166313,30359,4518
720575940615901597,156512,29760,4535
720575940615931293,144488,27032,3756
720575940615964884,157032,29360,4585
720575940615965140,154760,45008,5421
720575940615974493,143832,24592,3773
720575940615975227,143648,27696,3914
720575940616041913,143968,25688,3936
720575940616044850,161184,42416,5238
720575940616052625,168512,30384,4306
720575940616109398,158584,46288,5196
720575940616189509,162888,29648,4394
720575940616208965,170728,32512,4438
720575940616222438,147120,27024,4297
720575940616306210,153376,41584,5209
720575940616308597,161800,42600,4948
720575940616345403,148848,32440,4754
720575940616350011,169574,30034,4470
720575940616440098,167584,36848,4915
720575940616547648,158432,44664,5112
720575940616547904,156232,29080,4627
720575940616569227,168184,27064,4117
720575940616588683,146696,31440,4317
720575940616589888,164480,31912,4624
720575940616616075,159320,40864,5292
720575940616647990,158576,43616,5188
720575940616672822,156416,30408,4548
720575940616675638,154160,27968,4245
720575940616702262,142448,25976,3510
720575940616746123,158616,40360,5282
720575940616781241,167260,30244,4477
720575940616860318,167658,30168,4559
720575940616878238,158344,44208,5240
720575940616887966,159952,42064,4963
720575940616955229,169408,27864,4015
720575940617021441,149008,33152,4772
720575940617071321,159784,28936,4495
720575940617077405,148384,26968,4326
720575940617090082,166480,29896,4464
720575940617093533,157984,42320,5144
720575940617118016,150264,26016,4029
720575940617201113,149360,28464,4038
720575940617238457,149720,28792,4116
720575940617321243,155544,29416,4686
720575940617386708,151277,26284,4162
720575940617390036,145152,25200,3684
720575940617395412,161736,26992,4197
720575940617427713,167120,35928,4773
720575940617436305,155792,25416,4079
720575940617456798,158048,30248,4626
720575940617478427,155440,43440,5227
720575940617492805,151112,28936,4298
720575940617514726,150960,24448,3952
720575940617516760,150344,28024,4540
720575940617529318,165144,29704,4415
720575940617605154,157944,43856,5378
720575940617612578,156480,29104,4503
720575940617649969,146032,31800,4249
720575940617650481,151936,26288,4054
720575940617650722,174456,32408,4306
720575940617691170,164056,39984,4682
720575940617708747,163128,29992,4513
720575940617727435,154088,29304,4597
720575940617734603,159072,44096,5122
720575940617750173,169688,29744,4304
720575940617766228,152531,28009,4354
720575940617771521,156672,42424,5334
720575940617814429,151856,29112,4226
720575940617855133,143544,23464,3561
720575940617857053,148472,24640,3943
720575940617865280,165080,27320,4089
720575940617866048,162944,35080,5021
720575940617876048,157320,29664,4298
720575940617878080,155264,30416,4700
720575940617893461,155512,29976,4617
720575940617902676,170768,30832,4403
720575940617911360,163944,28920,4565
720575940617924432,161048,43376,5054
720575940617926198,164568,30464,4335
720575940617940048,151112,27072,4156
720575940617940304,158144,26168,4277
720575940617941046,162384,29472,4549
720575940617973021,159032,39744,5207
720575940617982800,147608,27144,4105
720575940618015773,169552,27128,4036
720575940618036509,159464,41744,5217
720575940618131505,147384,24528,3702
720575940618182535,154264,27464,4333
720575940618183559,157600,41032,5310
720575940618190238,143120,26256,3826
720575940618194708,154952,28536,4023
720575940618198721,162112,37640,5040
720575940618203783,165416,33632,4598
720575940618210251,164928,30840,4463
720575940618224709,160064,45048,5221
720575940618226085,152520,42520,5294
720575940618226245,159561,42980,5332
720575940618258742,161558,41918,4922
720575940618266900,158512,29912,4240
720575940618292939,148616,27216,4075
720575940618299712,168944,28584,4048
720575940618306112,149800,25288,3758
720575940618326292,150424,24416,3879
720575940618334145,152456,39576,5318
720575940618337300,155040,29712,4387
720575940618341952,150848,26120,4233
720575940618359745,149808,30184,4384
720575940618394453,158720,46208,5290
720575940618396399,164536,31208,4523
720575940618419776,146720,26072,3958
720575940618436672,167168,27824,4245
720575940618470383,167488,27416,4204
720575940618497216,159564,29302,4466
720575940618506155,157944,43776,4978
720575940618526912,152336,29696,4363
720575940618544367,148216,30528,4464
720575940618544623,170300,30316,4451
720575940618545903,147728,30440,4387
720575940618547280,172976,33436,4573
720575940618548975,151864,30560,4472
720575940618572422,155448,26848,4466
720575940618586459,162800,29304,4472
720575940618592390,154144,38696,5264
720575940618627207,153272,28432,4034
720575940618657334,155584,28536,4175
720575940618662939,144320,28088,4118
720575940618667143,170296,31328,4257
720575940618671495,166544,29928,4168
720575940618691742,149384,29240,3998
720575940618739621,152104,29872,4761
720575940618758178,162752,28512,4507
720575940618770230,148400,29984,3872
720575940618779118,148392,29928,4416
720575940618842929,108240,37480,1400
720575940618844353,147680,27320,3918
720575940618849841,151144,30320,4199
720575940618873723,157016,28224,4257
720575940618876062,163208,29256,4545
720575940618894246,163635,29623,4683
720575940618905766,150056,26688,3832
720575940618980299,152224,39968,5217
720575940618989421,155656,40360,5139
720575940618992449,164856,29448,4190
720575940618992749,167400,31176,4311
720575940619026241,156320,45224,5223
720575940619038061,148032,29152,3822
720575940619041133,147864,29848,4231
720575940619054027,151864,24464,4032
720575940619055969,155744,43432,5076
720575940619060321,153720,42312,5114
720575940619077217,156176,29718,4792
720575940619078592,149168,31880,4675
720575940619090529,150736,33056,4904
720575940619090785,150728,29472,4312
720575940619115845,148728,30984,4202
720575940619147349,147624,32704,4299
720575940619156565,149048,30376,4579
720575940619254448,150256,25680,4126
720575940619259477,151808,26368,3793
720575940619271384,156504,27376,4229
720575940619336942,149368,28968,4546
720575940619358257,147688,28144,3909
720575940619369198,152448,29304,3937
720575940619404214,164752,31120,4346
720575940619404982,165640,32888,4579
720575940619412596,147216,31496,4251
720575940619414132,151040,31128,4569
720575940619430326,158760,43536,4981
720575940619434887,155640,45824,5243
720575940619435399,156512,43808,5082
720575940619444139,152923,44833,5460
720575940619487414,169064,32744,4589
720575940619509744,158672,43592,5068
720575940619516144,157592,44672,5140
720575940619519909,151768,26800,3876
720575940619535563,164480,39928,5086
720575940619556437,165896,36848,4848
720575940619587009,176401,32784,4344
720575940619630207,146648,32064,4192
720575940619651019,163080,26224,4236
720575940619651920,148704,62720,5243
720575940619652555,157856,29499,4716
720575940619658433,157624,28008,4346
720575940619665023,157440,44792,5225
720575940619668212,156624,31224,4794
720575940619682625,153944,41024,5361
720575940619684688,169251,31994,4627
720575940619693003,163944,32552,4586
720575940619695553,168400,34248,4696
720575940619695809,171176,30496,4319
720575940619713200,165504,32096,4411
720575940619722576,151936,32816,4033
720575940619723088,161864,30600,4766
720575940619731392,164248,29504,4488
720575940619742656,157624,42848,5042
720575940619744960,150712,27616,4087
720575940619769008,164608,38216,4921
720575940619778645,159154,44942,5136
720575940619781620,152264,26104,4384
720575940619802539,150192,28848,4265
720575940619808756,151504,28536,4198
720575940619834965,159592,27312,4342
720575940619842580,159832,42632,5170
720575940619863174,164456,41512,4952
720575940619864912,155008,40256,5277
720575940619876702,167533,34323,4824
720575940619896581,157304,27016,4246
720575940619897734,155664,26248,4396
720575940619937718,168240,32720,4633
720575940619938998,175991,33087,4389
720575940619960926,147168,24768,3933
720575940619967879,162496,31344,4493
720575940619974689,152224,43160,5409
720575940619977566,147192,30824,4232
720575940620020257,145608,26064,4069
720575940620020769,144824,27592,3974
720575940620036385,153736,26432,4444
720575940620039589,156464,27656,4571
720575940620039956,145464,25536,3859
720575940620042375,149512,37016,5183
720575940620051580,153656,42376,5402
720575940620055790,152752,30256,4132
720575940620058236,167496,30512,4418
720575940620073606,150920,31736,4098
720575940620079856,150352,28784,4527
720575940620109191,147552,30920,4541
720575940620124028,149472,27880,3971
720575940620126076,153408,27648,4065
720575940620143525,150160,34232,5049
720575940620153876,157968,27384,4404
720575940620172397,157144,44384,5062
720575940620176237,162120,31552,4757
720575940620179821,153760,30640,4835
720575940620187305,161216,43024,5147
720575940620210857,161232,28192,4401
720575940620211622,147888,30920,4295
720575940620223398,148096,26584,3845
720575940620230497,144024,25144,3836
720575940620235968,150128,33464,4993
720575940620272064,153640,39352,5288
720575940620276801,153296,27440,4393
720575940620303040,150800,32632,4828
720575940620310625,154864,29496,4074
720575940620333958,151320,29440,4127
720575940620344837,164104,40824,4942
720575940620351838,162712,26296,4328
720575940620354849,161656,43832,5089
720575940620355009,170728,32240,4580
720575940620356800,150087,31624,4625
720575940620403649,157480,44808,5345
720575940620410606,158408,26657,4128
720575940620413355,148880,25672,3980
720575940620418774,153640,40912,5282
720575940620422494,167504,32432,4697
720575940620424641,151024,26064,3776
720575940620434671,151648,29560,4278
720575940620460108,160881,30709,4786
720575940620464204,148112,32600,4530
720575940620465996,151024,30936,4310
720575940620469742,143248,28144,3825
720575940620474582,159640,43192,5001
720575940620495830,158872,41304,5200
720575940620520513,155896,41336,5314
720575940620521754,151968,25784,3979
720575940620537071,147096,29656,4073
720575940620572125,149344,29184,4181
720575940620577652,156080,30216,4356
720575940620578269,151784,31176,4648
720575940620600700,158336,28584,4204
720575940620603245,159064,26864,4290
720575940620608238,160640,29064,4530
720575940620649084,157680,40272,5278
720575940620685436,163112,31536,4636
720575940620700769,174028,30513,4161
720575940620713129,171880,33960,4661
720575940620741485,162160,26264,4195
720575940620746093,154464,28288,4321
720575940620811073,149968,29920,4032
720575940620813478,157128,29504,4195
720575940620816961,165064,30448,4267
720575940620822593,158040,26408,4139
720575940620827713,159480,36288,5118
720575940620828912,151192,27976,4000
720575940620831949,162696,42576,4938
720575940620880333,152568,28296,4397
720575940620892877,149112,28944,4406
720575940620904780,160514,33081,4962
720575940620923980,155784,39640,5291
720575940620931750,157280,30392,4685
720575940620932684,153704,27024,4132
720575940620955149,157080,44008,5251
720575940620956173,161752,41776,4966
720575940620959256,168952,34832,4728
720575940620973848,152600,40784,5168
720575940620996621,153576,44488,5293
720575940620998424,160232,43560,5224
720575940621005044,151600,29136,4692
720575940621010804,150328,27864,3941
720575940621019457,157056,27304,4407
720575940621023297,147888,23616,3676
720575940621023809,154720,28144,4174
720575940621071203,157400,28352,4002
720575940621073117,158440,27400,4203
720575940621087408,170400,30320,4165
720575940621090659,147912,31440,4592
720575940621094527,142672,26336,3749
720575940621121140,168352,28464,4387
720575940621129181,148168,26008,4015
720575940621146294,155320,29304,4153
720575940621162416,161568,33580,4960
720575940621163636,147944,27896,4434
720575940621174192,147728,28984,4188
720575940621175472,153192,35920,5166
720575940621176670,165608,30056,4483
720575940621178206,154472,43248,5015
720575940621189637,157176,30024,4603
720575940621203376,158624,30240,4533
720575940621225910,153536,41664,5326
720575940621228894,148096,28952,4270
720575940621250486,149688,26072,4265
720575940621288225,143896,26976,3979
720575940621290017,152408,27208,3927
720575940621296639,146728,28080,4277
720575940621321001,149848,29360,4418
720575940621321412,165984,27392,4109
720575940621322534,162512,36776,5053
720575940621351876,168344,30435,4508
720575940621359142,150528,30696,4487
720575940621376196,152658,27198,4502
720575940621382852,149752,29520,4570
720575940621389764,149328,27576,4231
720575940621391636,162976,29896,4600
720575940621413158,162072,38888,5152
720575940621413670,160504,41456,5134
720575940621413926,159768,40680,5205
720575940621415885,157888,43320,5101
720575940621460645,153696,40360,5202
720575940621475085,153424,27568,4533
720575940621491696,148776,30448,4725
720575940621504269,152840,39640,5110
720575940621507475,166680,30528,4391
720575940621518218,166832,29648,4564
720575940621529980,153360,29680,4122
720575940621538431,170192,29400,4164
720575940621541514,158232,27064,4300
720575940621554815,156696,28992,4152
720575940621561226,169112,31088,4506
720575940621567472,150064,28160,4356
720575940621590250,147752,31864,4294
720575940621594723,165696,41544,5062
720575940621606755,154768,26088,4176
720575940621688926,150856,27848,4388
720575940621700190,149424,32296,4551
720575940621762330,172288,31648,4247
720575940621770010,152856,25624,4219
720575940621786295,154416,41872,5152
720575940621786807,152752,42264,5082
720575940621802751,153224,32872,5004
720575940621829813,157865,43547,4946
720575940621832542,171968,30672,4159
720575940621837601,148560,29800,4305
720575940621839086,167696,31520,4684
720575940621861637,149744,40464,628
720575940621863006,163304,42192,5180
720575940621878021,147560,25712,3951
720575940621882401,166736,30456,4297
720575940621885191,157758,30660,4822
720575940621892122,147048,25136,3755
720575940621892829,163032,43960,5189
720575940621913897,150664,26704,3968
720575940621919428,146592,27440,3870
720575940621920452,148128,28640,4368
720575940621922398,150144,29168,4045
720575940621924103,150928,24520,4037
720575940621924615,146688,30072,4368
720575940621925417,156008,39136,5224
720575940621947486,152047,30425,4811
720575940621948810,151160,29664,4201
720575940621951453,147440,28560,4444
720575940621983777,164976,32432,4472
720575940621987255,144288,29056,3980
720575940622003316,154184,27192,4425
720575940622005025,167592,30456,4333
720575940622061803,154984,42288,5091
720575940622075274,155224,27096,4241
720575940622102763,150104,28936,4346
720575940622103275,147192,32504,4230
720575940622112636,158144,28544,4517
720575940622116428,171896,29824,4310
720575940622133206,152512,29560,4622
720575940622135501,152096,25928,4134
720575940622145277,171248,30634,4457
720575940622204157,144536,25920,4013
720575940622204669,153080,29520,4501
720575940622216009,156704,26624,4312
720575940622217033,152304,28536,4555
720575940622222921,147128,30616,4320
720575940622249949,158024,40728,5025
720575940622263510,163752,28136,4054
720575940622276365,160320,31784,4833
720575940622288152,155088,45432,5215
720575940622294808,160528,30280,4227
720575940622305304,142752,28208,3896
720575940622335112,164928,31328,4610
720575940622350472,173394,30495,4199
720575940622387677,150936,28744,4017
720575940622398728,154112,42976,5094
720575940622402311,158304,42160,4987
720575940622412838,151000,27768,4248
720575940622428087,148480,29872,4132
720575940622462472,154592,28424,4430
720575940622538461,157896,38912,5185
720575940622542517,159696,44904,4961
720575940622558941,160680,28728,4656
720575940622565887,148584,28400,4446
720575940622595827,151016,30184,4465
720575940622633203,164752,32536,4750
720575940622637548,165584,31312,4410
720575940622637804,158540,30111,4791
720575940622641132,165264,30784,4638
720575940622670835,155352,44552,5208
720575940622671613,154728,30008,4647
720575940622673703,160616,42928,5212
720575940622698825,152096,25392,4050
720575940622727572,158456,42952,5163
720575940622732493,159976,35584,5102
720575940622737812,162160,41072,5096
720575940622768397,144776,25336,3943
720575940622781389,155400,29464,4311
720575940622784611,149280,25408,4088
720575940622803850,145472,31648,4189
720575940622815684,152872,39040,5296
720575940622816234,158054,28121,4421
720575940622820586,151480,32984,4869
720575940622821325,149960,31424,4657
720575940622836455,154936,26400,4316
720575940622844003,156480,45784,5078
720575940622857447,155400,31248,4871
720575940622861971,162456,30840,4588
720575940622864920,151608,27808,4074
720575940622888205,153664,28712,4546
720575940622930957,142920,24264,3658
720575940622932809,158072,43984,5119
720575940622938637,147448,29288,4291
720575940622948872,151768,26592,3972
720575940622965944,154608,43984,5369
720575940622976973,164024,30120,4266
720575940622979475,158640,26600,4200
720575940622981902,159312,27232,4203
720575940623014328,162568,42760,5017
720575940623015694,152160,39144,5250
720575940623016644,156376,36424,5180
720575940623023544,155960,29224,4424
720575940623030015,152264,29624,4102
720575940623032970,152120,26648,4321
720575940623129087,166952,31912,4518
720575940623136499,153616,30352,4613
720575940623165737,153664,38208,5201
720575940623166471,158288,29352,4493
720575940623191334,149176,25304,3819
720575940623203012,152312,28224,4194
720575940623244180,151368,30984,4835
720575940623252164,145872,25880,3924
720575940623351443,147272,25168,3838
720575940623353013,164000,27488,4277
720575940623356493,149112,29616,4368
720575940623358645,143260,27136,3723
720575940623369412,153904,27872,4436
720575940623369668,152112,27336,4012
720575940623377555,146704,24344,3844
720575940623400445,152040,27712,4540
720575940623438665,159328,28672,4213
720575940623441387,150968,30256,4695
720575940623521806,169512,31072,4204
720575940623546638,149240,24912,3680
720575940623554748,170056,31552,4600
720575940623582904,147672,31816,4490
720575940623691920,157932,28578,4693
720575940623756215,146888,27104,4153
720575940623776437,158376,32768,4969
720575940623878327,163968,39232,5098
720575940623888461,165800,38392,4994
720575940623914679,168712,29624,4296
720575940623943572,163128,30608,4548
720575940623947500,150920,29128,4577
720575940623964820,161883,28242,4565
720575940623965513,160736,44544,5193
720575940623971819,157136,26256,4388
720575940623973961,154072,26680,4355
720575940623977545,151024,35024,5000
720575940623978789,165592,40600,4978
720575940623986469,162160,40248,5088
720575940623991333,147432,29864,4445
720575940624014077,164615,30084,4674
720575940624054675,171960,32128,4522
720575940624060208,146368,33040,4230
720575940624086251,171912,30752,4424
720575940624107706,154952,43744,5080
720575940624107755,149384,25848,4154
720575940624112058,157048,43096,5137
720575940624114494,157304,40408,5089
720575940624125114,153736,27504,4205
720575940624125626,161552,30542,4726
720575940624149256,146704,28384,3990
720575940624158650,149264,31904,4284
720575940624158906,147584,28136,4009
720575940624159376,172778,29304,4116
720575940624195559,152672,26616,4148
720575940624232974,164536,30184,4611
720575940624271716,145960,28448,4039
720575940624294072,153584,39296,5166
720575940624296376,150336,27896,4458
720575940624302008,154478,32569,5024
720575940624327196,166192,31672,4358
720575940624392220,149056,32944,4493
720575940624396524,158640,41152,5005
720575940624402173,128144,23056,3021
720575940624426533,152848,30224,4653
720575940624453868,149416,24592,3917
