molecule_index,block_name,name,atoms,bonds
46,1843_actives_new_000046,"Largest isolated from Written by BCL::WriteToMDL,1096489",37,39
47,1843_actives_new_000047,"Largest isolated from Written by BCL::WriteToMDL,1320969",38,40
48,1843_actives_new_000048,"Largest isolated from Written by BCL::WriteToMDL,6471104",46,48
49,1843_actives_new_000049,"Largest isolated from Written by BCL::WriteToMDL,792502",45,47
50,1843_actives_new_000050,"Largest isolated from Written by BCL::WriteToMDL,23723675",62,64
51,1843_actives_new_000051,"Largest isolated from Written by BCL::WriteToMDL,2976394",45,46
52,1843_actives_new_000052,"Largest isolated from Written by BCL::WriteToMDL,2838218",43,45
53,1843_actives_new_000053,"Largest isolated from Written by BCL::WriteToMDL,6917789",43,44
54,1843_actives_new_000054,"Largest isolated from Written by BCL::WriteToMDL,2962951",37,38
55,1843_actives_new_000055,"Largest isolated from Written by BCL::WriteToMDL,225584",34,36
56,1843_actives_new_000056,"Largest isolated from Written by BCL::WriteToMDL,70865",42,44
57,1843_actives_new_000057,"Largest isolated from Written by BCL::WriteToMDL,3627083",46,47
58,1843_actives_new_000058,"Largest isolated from Written by BCL::WriteToMDL,17123422",41,42
59,1843_actives_new_000059,"Largest isolated from Written by BCL::WriteToMDL,3027783",42,43
60,1843_actives_new_000060,"Largest isolated from Written by BCL::WriteToMDL,3665884",29,30
61,1843_actives_new_000061,"Largest isolated from Written by BCL::WriteToMDL,3176404",45,47
62,1843_actives_new_000062,"Largest isolated from Written by BCL::WriteToMDL,2976153",40,42
63,1843_actives_new_000063,"Largest isolated from Written by BCL::WriteToMDL,2935593",49,50
64,1843_actives_new_000064,"Largest isolated from Written by BCL::WriteToMDL,6898171",40,41
65,1843_actives_new_000065,"Largest isolated from Written by BCL::WriteToMDL,1889549",50,52
66,1843_actives_new_000066,"Largest isolated from Written by BCL::WriteToMDL,2933952",41,42
67,1843_actives_new_000067,"Largest isolated from Written by BCL::WriteToMDL,18273725",38,39
68,1843_actives_new_000068,"Largest isolated from Written by BCL::WriteToMDL,2973523",40,41
69,1843_actives_new_000069,"Largest isolated from Written by BCL::WriteToMDL,1288666",46,48
70,1843_actives_new_000070,"Largest isolated from Written by BCL::WriteToMDL,1125097",35,36
71,1843_actives_new_000071,"Largest isolated from Written by BCL::WriteToMDL,2809964",47,48
72,1843_actives_new_000072,"Largest isolated from Written by BCL::WriteToMDL,16248173",43,45
73,1843_actives_new_000073,"Largest isolated from Written by BCL::WriteToMDL,1476513",37,39
74,1843_actives_new_000074,"Largest isolated from Written by BCL::WriteToMDL,19579917",36,36
75,1843_actives_new_000075,"Largest isolated from Written by BCL::WriteToMDL,2934578",52,53
76,1843_actives_new_000076,"Largest isolated from Written by BCL::WriteToMDL,2850095",37,39
77,1843_actives_new_000077,"Largest isolated from Written by BCL::WriteToMDL,776996",45,47
78,1843_actives_new_000078,"Largest isolated from Written by BCL::WriteToMDL,1225417",39,41
79,1843_actives_new_000079,"Largest isolated from Written by BCL::WriteToMDL,6911430",41,43
80,1843_actives_new_000080,"Largest isolated from Written by BCL::WriteToMDL,24789258",61,64
81,1843_actives_new_000081,"Largest isolated from Written by BCL::WriteToMDL,6898249",37,38
82,1843_actives_new_000082,"Largest isolated from Written by BCL::WriteToMDL,1973366",44,45
83,1843_actives_new_000083,"Largest isolated from Written by BCL::WriteToMDL,2057144",33,36
84,1843_actives_new_000084,"Largest isolated from Written by BCL::WriteToMDL,657581",40,42
85,1843_actives_new_000085,"Largest isolated from Written by BCL::WriteToMDL,2738173",39,41
86,1843_actives_new_000086,"Largest isolated from Written by BCL::WriteToMDL,2997969",46,48
87,1843_actives_new_000087,"Largest isolated from Written by BCL::WriteToMDL,5390025",39,41
88,1843_actives_new_000088,"Largest isolated from Written by BCL::WriteToMDL,2935293",49,50
89,1843_actives_new_000089,"Largest isolated from Written by BCL::WriteToMDL,766823",46,47
90,1843_actives_new_000090,"Largest isolated from Written by BCL::WriteToMDL,2978550",40,41
91,1843_actives_new_000091,"Largest isolated from Written by BCL::WriteToMDL,2952997",37,39
92,1843_actives_new_000092,"Largest isolated from Written by BCL::WriteToMDL,1480282",30,31
93,1843_actives_new_000093,"Largest isolated from Written by BCL::WriteToMDL,6323818",41,43
94,1843_actives_new_000094,"Largest isolated from Written by BCL::WriteToMDL,8232846",45,47
95,1843_actives_new_000095,"Largest isolated from Written by BCL::WriteToMDL,23723102",51,52
96,1843_actives_new_000096,"Largest isolated from Written by BCL::WriteToMDL,2045841",46,48
97,1843_actives_new_000097,"Largest isolated from Written by BCL::WriteToMDL,24746835",40,42
98,1843_actives_new_000098,"Largest isolated from Written by BCL::WriteToMDL,24240380",48,49
99,1843_actives_new_000099,"Largest isolated from Written by BCL::WriteToMDL,2934374",52,53
100,1843_actives_new_000100,"Largest isolated from Written by BCL::WriteToMDL,24761107",37,39
101,1843_actives_new_000101,"Largest isolated from Written by BCL::WriteToMDL,2899426",48,49
102,1843_actives_new_000102,"Largest isolated from Written by BCL::WriteToMDL,17367616",48,50
103,1843_actives_new_000103,"Largest isolated from Written by BCL::WriteToMDL,2896543",46,47
104,1843_actives_new_000104,"Largest isolated from Written by BCL::WriteToMDL,2969907",40,41
105,1843_actives_new_000105,"Largest isolated from Written by BCL::WriteToMDL,2934526",41,42
106,1843_actives_new_000106,"Largest isolated from Written by BCL::WriteToMDL,24684626",39,41
107,1843_actives_new_000107,"Largest isolated from Written by BCL::WriteToMDL,16192635",50,52
108,1843_actives_new_000108,"Largest isolated from Written by BCL::WriteToMDL,882485",39,39
109,1843_actives_new_000109,"Largest isolated from Written by BCL::WriteToMDL,23724050",62,64
110,1843_actives_new_000110,"Largest isolated from Written by BCL::WriteToMDL,2215920",40,41
111,1843_actives_new_000111,"Largest isolated from Written by BCL::WriteToMDL,6470043",43,44
112,1843_actives_new_000112,"Largest isolated from Written by BCL::WriteToMDL,1478763",38,39
113,1843_actives_new_000113,"Largest isolated from Written by BCL::WriteToMDL,5664176",38,39
114,1843_actives_new_000114,"Largest isolated from Written by BCL::WriteToMDL,2998200",35,37
115,1843_actives_new_000115,"Largest isolated from Written by BCL::WriteToMDL,693414",34,35
116,1843_actives_new_000116,"Largest isolated from Written by BCL::WriteToMDL,24819210",45,47
117,1843_actives_new_000117,"Largest isolated from Written by BCL::WriteToMDL,2367813",34,36
118,1843_actives_new_000118,"Largest isolated from Written by BCL::WriteToMDL,2935256",43,44
119,1843_actives_new_000119,"Largest isolated from Written by BCL::WriteToMDL,695106",46,48
120,1843_actives_new_000120,"Largest isolated from Written by BCL::WriteToMDL,2841713",33,34
121,1843_actives_new_000121,"Largest isolated from Written by BCL::WriteToMDL,17367564",38,39
122,1843_actives_new_000122,"Largest isolated from Written by BCL::WriteToMDL,3830432",43,44
123,1843_actives_new_000123,"Largest isolated from Written by BCL::WriteToMDL,656332",48,50
124,1843_actives_new_000124,"Largest isolated from Written by BCL::WriteToMDL,2805173",33,35
125,1843_actives_new_000125,"Largest isolated from Written by BCL::WriteToMDL,2337473",36,38
126,1843_actives_new_000126,"Largest isolated from Written by BCL::WriteToMDL,2998207",32,34
127,1843_actives_new_000127,"Largest isolated from Written by BCL::WriteToMDL,1442565",42,44
128,1843_actives_new_000128,"Largest isolated from Written by BCL::WriteToMDL,2415521",44,46
129,1843_actives_new_000129,"Largest isolated from Written by BCL::WriteToMDL,1988912",44,45
130,1843_actives_new_000130,"Largest isolated from Written by BCL::WriteToMDL,17367442",47,49
131,1843_actives_new_000131,"Largest isolated from Written by BCL::WriteToMDL,2813491",40,42
132,1843_actives_new_000132,"Largest isolated from Written by BCL::WriteToMDL,2951933",42,44
133,1843_actives_new_000133,"Largest isolated from Written by BCL::WriteToMDL,2053713",44,44
134,1843_actives_new_000134,"Largest isolated from Written by BCL::WriteToMDL,2569114",49,50
135,1843_actives_new_000135,"Largest isolated from Written by BCL::WriteToMDL,16195106",45,47
136,1843_actives_new_000136,"Largest isolated from Written by BCL::WriteToMDL,791864",44,46
137,1843_actives_new_000137,"Largest isolated from Written by BCL::WriteToMDL,2842642",38,39
138,1843_actives_new_000138,"Largest isolated from Written by BCL::WriteToMDL,1267712",44,47
139,1843_actives_new_000139,"Largest isolated from Written by BCL::WriteToMDL,3238125",38,38
140,1843_actives_new_000140,"Largest isolated from Written by BCL::WriteToMDL,20937322",40,41
141,1843_actives_new_000141,"Largest isolated from Written by BCL::WriteToMDL,2987440",38,41
142,1843_actives_new_000142,"Largest isolated from Written by BCL::WriteToMDL,2831789",37,39
143,1843_actives_new_000143,"Largest isolated from Written by BCL::WriteToMDL,666977",52,55
144,1843_actives_new_000144,"Largest isolated from Written by BCL::WriteToMDL,4313716",52,53
145,1843_actives_new_000145,"Largest isolated from Written by BCL::WriteToMDL,16194857",46,48
146,1843_actives_new_000146,"Largest isolated from Written by BCL::WriteToMDL,17367817",40,42
147,1843_actives_new_000147,"Largest isolated from Written by BCL::WriteToMDL,16197172",46,48
148,1843_actives_new_000148,"Largest isolated from Written by BCL::WriteToMDL,4213523",41,42
149,1843_actives_new_000149,"Largest isolated from Written by BCL::WriteToMDL,2827417",56,57
150,1843_actives_new_000150,"Largest isolated from Written by BCL::WriteToMDL,2846545",44,46
151,1843_actives_new_000151,"Largest isolated from Written by BCL::WriteToMDL,2942461",30,31
152,1843_actives_new_000152,"Largest isolated from Written by BCL::WriteToMDL,3144932",41,44
153,1843_actives_new_000153,"Largest isolated from Written by BCL::WriteToMDL,767981",34,36
154,1843_actives_new_000154,"Largest isolated from Written by BCL::WriteToMDL,2846583",52,55
155,1843_actives_new_000155,"Largest isolated from Written by BCL::WriteToMDL,9104271",50,53
156,1843_actives_new_000156,"Largest isolated from Written by BCL::WriteToMDL,24817155",43,45
157,1843_actives_new_000157,"Largest isolated from Written by BCL::WriteToMDL,721013",40,42
158,1843_actives_new_000158,"Largest isolated from Written by BCL::WriteToMDL,7951074",48,49
159,1843_actives_new_000159,"Largest isolated from Written by BCL::WriteToMDL,2598144",42,44
160,1843_actives_new_000160,"Largest isolated from Written by BCL::WriteToMDL,9551932",36,38
161,1843_actives_new_000161,"Largest isolated from Written by BCL::WriteToMDL,2954747",41,42
162,1843_actives_new_000162,"Largest isolated from Written by BCL::WriteToMDL,2923756",37,37
163,1843_actives_new_000163,"Largest isolated from Written by BCL::WriteToMDL,711084",33,34
164,1843_actives_new_000164,"Largest isolated from Written by BCL::WriteToMDL,5152",67,68
165,1843_actives_new_000165,"Largest isolated from Written by BCL::WriteToMDL,2738778",33,35
166,1843_actives_new_000166,"Largest isolated from Written by BCL::WriteToMDL,9556823",22,22
167,1843_actives_new_000167,"Largest isolated from Written by BCL::WriteToMDL,826733",33,34
168,1843_actives_new_000168,"Largest isolated from Written by BCL::WriteToMDL,1045737",41,43
169,1843_actives_new_000169,"Largest isolated from Written by BCL::WriteToMDL,2924404",50,51
170,1843_actives_new_000170,"Largest isolated from Written by BCL::WriteToMDL,892591",42,43
171,1843_actives_new_000171,"Largest isolated from Written by BCL::WriteToMDL,17452193",49,51
