molecule_index,block_name,name,atoms,bonds
121,Aromatase_inactives_new_000121,mol_000121,59,59
122,Aromatase_inactives_new_000122,mol_000122,39,41
123,Aromatase_inactives_new_000123,mol_000123,116,117
124,Aromatase_inactives_new_000124,mol_000124,38,38
125,Aromatase_inactives_new_000125,mol_000125,65,64
126,Aromatase_inactives_new_000126,mol_000126,64,67
127,Aromatase_inactives_new_000127,mol_000127,196,196
128,Aromatase_inactives_new_000128,mol_000128,98,99
129,Aromatase_inactives_new_000129,mol_000129,52,53
130,Aromatase_inactives_new_000130,mol_000130,45,47
131,Aromatase_inactives_new_000131,mol_000131,40,43
132,Aromatase_inactives_new_000132,mol_000132,54,58
133,Aromatase_inactives_new_000133,mol_000133,29,29
134,Aromatase_inactives_new_000134,mol_000134,24,24
135,Aromatase_inactives_new_000135,mol_000135,20,20
136,Aromatase_inactives_new_000136,mol_000136,80,84
137,Aromatase_inactives_new_000137,mol_000137,35,37
138,Aromatase_inactives_new_000138,mol_000138,45,46
139,Aromatase_inactives_new_000139,mol_000139,21,22
140,Aromatase_inactives_new_000140,mol_000140,18,19
141,Aromatase_inactives_new_000141,mol_000141,31,32
142,Aromatase_inactives_new_000142,mol_000142,21,22
143,Aromatase_inactives_new_000143,mol_000143,41,44
144,Aromatase_inactives_new_000144,mol_000144,53,56
145,Aromatase_inactives_new_000145,mol_000145,46,48
146,Aromatase_inactives_new_000146,mol_000146,34,36
147,Aromatase_inactives_new_000147,mol_000147,20,21
148,Aromatase_inactives_new_000148,mol_000148,42,45
149,Aromatase_inactives_new_000149,mol_000149,29,30
150,Aromatase_inactives_new_000150,mol_000150,24,23
151,Aromatase_inactives_new_000151,mol_000151,29,30
152,Aromatase_inactives_new_000152,mol_000152,42,45
153,Aromatase_inactives_new_000153,mol_000153,60,64
154,Aromatase_inactives_new_000154,mol_000154,35,36
155,Aromatase_inactives_new_000155,mol_000155,58,60
156,Aromatase_inactives_new_000156,mol_000156,18,18
157,Aromatase_inactives_new_000157,mol_000157,38,41
158,Aromatase_inactives_new_000158,mol_000158,17,17
159,Aromatase_inactives_new_000159,mol_000159,46,49
160,Aromatase_inactives_new_000160,mol_000160,56,57
161,Aromatase_inactives_new_000161,mol_000161,58,62
162,Aromatase_inactives_new_000162,mol_000162,64,68
163,Aromatase_inactives_new_000163,mol_000163,103,105
164,Aromatase_inactives_new_000164,mol_000164,46,47
165,Aromatase_inactives_new_000165,mol_000165,68,70
166,Aromatase_inactives_new_000166,mol_000166,31,32
167,Aromatase_inactives_new_000167,mol_000167,40,42
168,Aromatase_inactives_new_000168,mol_000168,44,44
169,Aromatase_inactives_new_000169,mol_000169,100,104
170,Aromatase_inactives_new_000170,mol_000170,52,53
171,Aromatase_inactives_new_000171,mol_000171,61,63
172,Aromatase_inactives_new_000172,mol_000172,16,16
173,Aromatase_inactives_new_000173,mol_000173,54,55
174,Aromatase_inactives_new_000174,mol_000174,23,24
175,Aromatase_inactives_new_000175,mol_000175,42,44
176,Aromatase_inactives_new_000176,mol_000176,52,56
177,Aromatase_inactives_new_000177,mol_000177,57,61
178,Aromatase_inactives_new_000178,mol_000178,26,27
179,Aromatase_inactives_new_000179,mol_000179,26,27
180,Aromatase_inactives_new_000180,mol_000180,37,37
181,Aromatase_inactives_new_000181,mol_000181,49,52
182,Aromatase_inactives_new_000182,mol_000182,23,23
183,Aromatase_inactives_new_000183,mol_000183,34,34
184,Aromatase_inactives_new_000184,mol_000184,47,47
185,Aromatase_inactives_new_000185,mol_000185,22,21
186,Aromatase_inactives_new_000186,mol_000186,54,56
187,Aromatase_inactives_new_000187,mol_000187,27,29
188,Aromatase_inactives_new_000188,mol_000188,68,74
189,Aromatase_inactives_new_000189,mol_000189,52,56
190,Aromatase_inactives_new_000190,mol_000190,43,45
191,Aromatase_inactives_new_000191,mol_000191,55,54
192,Aromatase_inactives_new_000192,mol_000192,50,49
193,Aromatase_inactives_new_000193,mol_000193,33,33
194,Aromatase_inactives_new_000194,mol_000194,138,140
195,Aromatase_inactives_new_000195,mol_000195,44,45
196,Aromatase_inactives_new_000196,mol_000196,35,35
197,Aromatase_inactives_new_000197,mol_000197,26,25
198,Aromatase_inactives_new_000198,mol_000198,57,59
199,Aromatase_inactives_new_000199,mol_000199,60,59
200,Aromatase_inactives_new_000200,mol_000200,52,52
201,Aromatase_inactives_new_000201,mol_000201,3,0
202,Aromatase_inactives_new_000202,mol_000202,47,49
203,Aromatase_inactives_new_000203,mol_000203,31,32
204,Aromatase_inactives_new_000204,mol_000204,30,31
205,Aromatase_inactives_new_000205,mol_000205,23,23
206,Aromatase_inactives_new_000206,mol_000206,47,47
207,Aromatase_inactives_new_000207,mol_000207,62,61
208,Aromatase_inactives_new_000208,mol_000208,53,51
209,Aromatase_inactives_new_000209,mol_000209,25,26
210,Aromatase_inactives_new_000210,mol_000210,16,15
211,Aromatase_inactives_new_000211,mol_000211,123,126
212,Aromatase_inactives_new_000212,mol_000212,148,153
213,Aromatase_inactives_new_000213,mol_000213,53,55
214,Aromatase_inactives_new_000214,mol_000214,43,45
215,Aromatase_inactives_new_000215,mol_000215,54,58
216,Aromatase_inactives_new_000216,mol_000216,55,57
217,Aromatase_inactives_new_000217,mol_000217,67,71
218,Aromatase_inactives_new_000218,mol_000218,29,29
219,Aromatase_inactives_new_000219,mol_000219,59,60
220,Aromatase_inactives_new_000220,mol_000220,64,67
221,Aromatase_inactives_new_000221,mol_000221,45,48
222,Aromatase_inactives_new_000222,mol_000222,41,44
223,Aromatase_inactives_new_000223,mol_000223,69,74
224,Aromatase_inactives_new_000224,mol_000224,34,36
225,Aromatase_inactives_new_000225,mol_000225,50,49
226,Aromatase_inactives_new_000226,mol_000226,18,19
227,Aromatase_inactives_new_000227,mol_000227,31,31
228,Aromatase_inactives_new_000228,mol_000228,51,54
229,Aromatase_inactives_new_000229,mol_000229,53,56
230,Aromatase_inactives_new_000230,mol_000230,73,75
231,Aromatase_inactives_new_000231,mol_000231,123,128
232,Aromatase_inactives_new_000232,mol_000232,87,93
233,Aromatase_inactives_new_000233,mol_000233,71,74
234,Aromatase_inactives_new_000234,mol_000234,52,55
235,Aromatase_inactives_new_000235,mol_000235,48,49
236,Aromatase_inactives_new_000236,mol_000236,44,45
237,Aromatase_inactives_new_000237,mol_000237,56,58
238,Aromatase_inactives_new_000238,mol_000238,30,30
239,Aromatase_inactives_new_000239,mol_000239,87,90
240,Aromatase_inactives_new_000240,mol_000240,62,63
241,Aromatase_inactives_new_000241,mol_000241,28,29
242,Aromatase_inactives_new_000242,mol_000242,43,46
243,Aromatase_inactives_new_000243,mol_000243,74,80
244,Aromatase_inactives_new_000244,mol_000244,52,55
245,Aromatase_inactives_new_000245,mol_000245,43,44
246,Aromatase_inactives_new_000246,mol_000246,26,26
247,Aromatase_inactives_new_000247,mol_000247,80,84
248,Aromatase_inactives_new_000248,mol_000248,55,57
249,Aromatase_inactives_new_000249,mol_000249,56,55
250,Aromatase_inactives_new_000250,mol_000250,44,47
251,Aromatase_inactives_new_000251,mol_000251,47,49
252,Aromatase_inactives_new_000252,mol_000252,26,27
253,Aromatase_inactives_new_000253,mol_000253,32,32
254,Aromatase_inactives_new_000254,mol_000254,33,32
255,Aromatase_inactives_new_000255,mol_000255,108,113
256,Aromatase_inactives_new_000256,mol_000256,42,43
257,Aromatase_inactives_new_000257,mol_000257,56,57
258,Aromatase_inactives_new_000258,mol_000258,50,50
259,Aromatase_inactives_new_000259,mol_000259,56,58
260,Aromatase_inactives_new_000260,mol_000260,43,44
261,Aromatase_inactives_new_000261,mol_000261,56,59
262,Aromatase_inactives_new_000262,mol_000262,56,56
263,Aromatase_inactives_new_000263,mol_000263,44,45
264,Aromatase_inactives_new_000264,mol_000264,47,49
265,Aromatase_inactives_new_000265,mol_000265,42,44
266,Aromatase_inactives_new_000266,mol_000266,55,58
267,Aromatase_inactives_new_000267,mol_000267,40,41
268,Aromatase_inactives_new_000268,mol_000268,48,50
269,Aromatase_inactives_new_000269,mol_000269,44,46
270,Aromatase_inactives_new_000270,mol_000270,85,91
271,Aromatase_inactives_new_000271,mol_000271,42,43
272,Aromatase_inactives_new_000272,mol_000272,35,38
273,Aromatase_inactives_new_000273,mol_000273,48,51
274,Aromatase_inactives_new_000274,mol_000274,31,32
275,Aromatase_inactives_new_000275,mol_000275,209,217
276,Aromatase_inactives_new_000276,mol_000276,85,86
277,Aromatase_inactives_new_000277,mol_000277,39,38
278,Aromatase_inactives_new_000278,mol_000278,57,58
279,Aromatase_inactives_new_000279,mol_000279,39,40
280,Aromatase_inactives_new_000280,mol_000280,92,93
281,Aromatase_inactives_new_000281,mol_000281,52,55
282,Aromatase_inactives_new_000282,mol_000282,107,108
283,Aromatase_inactives_new_000283,mol_000283,44,46
284,Aromatase_inactives_new_000284,mol_000284,47,49
285,Aromatase_inactives_new_000285,mol_000285,57,60
286,Aromatase_inactives_new_000286,mol_000286,44,47
287,Aromatase_inactives_new_000287,mol_000287,28,28
288,Aromatase_inactives_new_000288,mol_000288,71,72
289,Aromatase_inactives_new_000289,mol_000289,13,8
290,Aromatase_inactives_new_000290,mol_000290,74,78
291,Aromatase_inactives_new_000291,mol_000291,58,62
292,Aromatase_inactives_new_000292,mol_000292,76,79
293,Aromatase_inactives_new_000293,mol_000293,68,71
294,Aromatase_inactives_new_000294,mol_000294,66,69
295,Aromatase_inactives_new_000295,mol_000295,40,41
296,Aromatase_inactives_new_000296,mol_000296,45,46
297,Aromatase_inactives_new_000297,mol_000297,49,50
298,Aromatase_inactives_new_000298,mol_000298,50,52
299,Aromatase_inactives_new_000299,mol_000299,81,83
300,Aromatase_inactives_new_000300,mol_000300,47,48
301,Aromatase_inactives_new_000301,mol_000301,48,49
302,Aromatase_inactives_new_000302,mol_000302,44,46
303,Aromatase_inactives_new_000303,mol_000303,31,31
304,Aromatase_inactives_new_000304,mol_000304,37,37
305,Aromatase_inactives_new_000305,mol_000305,56,55
306,Aromatase_inactives_new_000306,mol_000306,57,59
307,Aromatase_inactives_new_000307,mol_000307,41,43
308,Aromatase_inactives_new_000308,mol_000308,47,49
309,Aromatase_inactives_new_000309,mol_000309,34,36
310,Aromatase_inactives_new_000310,mol_000310,33,34
311,Aromatase_inactives_new_000311,mol_000311,52,54
312,Aromatase_inactives_new_000312,mol_000312,51,53
313,Aromatase_inactives_new_000313,mol_000313,47,49
314,Aromatase_inactives_new_000314,mol_000314,48,51
315,Aromatase_inactives_new_000315,mol_000315,57,59
316,Aromatase_inactives_new_000316,mol_000316,69,69
317,Aromatase_inactives_new_000317,mol_000317,55,61
318,Aromatase_inactives_new_000318,mol_000318,54,57
319,Aromatase_inactives_new_000319,mol_000319,50,52
320,Aromatase_inactives_new_000320,mol_000320,51,50
321,Aromatase_inactives_new_000321,mol_000321,60,59
322,Aromatase_inactives_new_000322,mol_000322,52,55
323,Aromatase_inactives_new_000323,mol_000323,30,30
324,Aromatase_inactives_new_000324,mol_000324,61,63
325,Aromatase_inactives_new_000325,mol_000325,60,61
326,Aromatase_inactives_new_000326,mol_000326,64,64
327,Aromatase_inactives_new_000327,mol_000327,58,59
328,Aromatase_inactives_new_000328,mol_000328,33,34
329,Aromatase_inactives_new_000329,mol_000329,68,71
330,Aromatase_inactives_new_000330,mol_000330,53,54
331,Aromatase_inactives_new_000331,mol_000331,32,33
332,Aromatase_inactives_new_000332,mol_000332,38,39
333,Aromatase_inactives_new_000333,mol_000333,136,135
334,Aromatase_inactives_new_000334,mol_000334,43,45
335,Aromatase_inactives_new_000335,mol_000335,69,66
336,Aromatase_inactives_new_000336,mol_000336,21,19
337,Aromatase_inactives_new_000337,mol_000337,63,61
338,Aromatase_inactives_new_000338,mol_000338,77,80
339,Aromatase_inactives_new_000339,mol_000339,30,31
340,Aromatase_inactives_new_000340,mol_000340,34,35
341,Aromatase_inactives_new_000341,mol_000341,31,32
342,Aromatase_inactives_new_000342,mol_000342,58,61
343,Aromatase_inactives_new_000343,mol_000343,39,38
344,Aromatase_inactives_new_000344,mol_000344,39,41
345,Aromatase_inactives_new_000345,mol_000345,92,94
346,Aromatase_inactives_new_000346,mol_000346,71,75
347,Aromatase_inactives_new_000347,mol_000347,32,34
348,Aromatase_inactives_new_000348,mol_000348,33,34
349,Aromatase_inactives_new_000349,mol_000349,44,43
350,Aromatase_inactives_new_000350,mol_000350,30,30
351,Aromatase_inactives_new_000351,mol_000351,34,33
352,Aromatase_inactives_new_000352,mol_000352,28,29
353,Aromatase_inactives_new_000353,mol_000353,46,45
354,Aromatase_inactives_new_000354,mol_000354,16,17
355,Aromatase_inactives_new_000355,mol_000355,41,43
356,Aromatase_inactives_new_000356,mol_000356,23,24
357,Aromatase_inactives_new_000357,mol_000357,44,46
358,Aromatase_inactives_new_000358,mol_000358,43,45
359,Aromatase_inactives_new_000359,mol_000359,31,32
360,Aromatase_inactives_new_000360,mol_000360,25,26
361,Aromatase_inactives_new_000361,mol_000361,9,8
362,Aromatase_inactives_new_000362,mol_000362,23,23
363,Aromatase_inactives_new_000363,mol_000363,51,51
364,Aromatase_inactives_new_000364,mol_000364,36,38
365,Aromatase_inactives_new_000365,mol_000365,23,23
366,Aromatase_inactives_new_000366,mol_000366,24,23
367,Aromatase_inactives_new_000367,mol_000367,35,36
368,Aromatase_inactives_new_000368,mol_000368,86,87
369,Aromatase_inactives_new_000369,mol_000369,31,33
370,Aromatase_inactives_new_000370,mol_000370,40,42
371,Aromatase_inactives_new_000371,mol_000371,16,16
372,Aromatase_inactives_new_000372,mol_000372,33,34
373,Aromatase_inactives_new_000373,mol_000373,31,30
374,Aromatase_inactives_new_000374,mol_000374,31,30
375,Aromatase_inactives_new_000375,mol_000375,32,33
376,Aromatase_inactives_new_000376,mol_000376,32,36
377,Aromatase_inactives_new_000377,mol_000377,43,46
378,Aromatase_inactives_new_000378,mol_000378,44,46
379,Aromatase_inactives_new_000379,mol_000379,28,29
380,Aromatase_inactives_new_000380,mol_000380,52,57
381,Aromatase_inactives_new_000381,mol_000381,47,49
382,Aromatase_inactives_new_000382,mol_000382,42,41
383,Aromatase_inactives_new_000383,mol_000383,50,53
384,Aromatase_inactives_new_000384,mol_000384,31,32
385,Aromatase_inactives_new_000385,mol_000385,65,64
386,Aromatase_inactives_new_000386,mol_000386,47,48
387,Aromatase_inactives_new_000387,mol_000387,57,61
388,Aromatase_inactives_new_000388,mol_000388,3,2
389,Aromatase_inactives_new_000389,mol_000389,34,35
390,Aromatase_inactives_new_000390,mol_000390,30,31
391,Aromatase_inactives_new_000391,mol_000391,25,26
392,Aromatase_inactives_new_000392,mol_000392,26,26
393,Aromatase_inactives_new_000393,mol_000393,20,20
394,Aromatase_inactives_new_000394,mol_000394,56,56
395,Aromatase_inactives_new_000395,mol_000395,50,50
396,Aromatase_inactives_new_000396,mol_000396,50,52
397,Aromatase_inactives_new_000397,mol_000397,22,22
398,Aromatase_inactives_new_000398,mol_000398,20,22
399,Aromatase_inactives_new_000399,mol_000399,33,34
400,Aromatase_inactives_new_000400,mol_000400,30,30
401,Aromatase_inactives_new_000401,mol_000401,32,31
402,Aromatase_inactives_new_000402,mol_000402,52,53
403,Aromatase_inactives_new_000403,mol_000403,60,64
404,Aromatase_inactives_new_000404,mol_000404,47,49
405,Aromatase_inactives_new_000405,mol_000405,62,65
406,Aromatase_inactives_new_000406,mol_000406,38,37
407,Aromatase_inactives_new_000407,mol_000407,47,49
408,Aromatase_inactives_new_000408,mol_000408,26,27
409,Aromatase_inactives_new_000409,mol_000409,38,37
410,Aromatase_inactives_new_000410,mol_000410,15,15
411,Aromatase_inactives_new_000411,mol_000411,52,55
412,Aromatase_inactives_new_000412,mol_000412,13,13
413,Aromatase_inactives_new_000413,mol_000413,27,28
414,Aromatase_inactives_new_000414,mol_000414,17,16
415,Aromatase_inactives_new_000415,mol_000415,31,30
416,Aromatase_inactives_new_000416,mol_000416,46,44
417,Aromatase_inactives_new_000417,mol_000417,47,45
418,Aromatase_inactives_new_000418,mol_000418,24,26
419,Aromatase_inactives_new_000419,mol_000419,48,52
420,Aromatase_inactives_new_000420,mol_000420,10,10
421,Aromatase_inactives_new_000421,mol_000421,58,62
422,Aromatase_inactives_new_000422,mol_000422,57,59
423,Aromatase_inactives_new_000423,mol_000423,33,34
424,Aromatase_inactives_new_000424,mol_000424,27,26
425,Aromatase_inactives_new_000425,mol_000425,35,36
426,Aromatase_inactives_new_000426,mol_000426,41,42
427,Aromatase_inactives_new_000427,mol_000427,20,19
428,Aromatase_inactives_new_000428,mol_000428,22,22
429,Aromatase_inactives_new_000429,mol_000429,13,13
430,Aromatase_inactives_new_000430,mol_000430,52,51
431,Aromatase_inactives_new_000431,mol_000431,30,32
432,Aromatase_inactives_new_000432,mol_000432,20,19
433,Aromatase_inactives_new_000433,mol_000433,16,15
434,Aromatase_inactives_new_000434,mol_000434,15,15
435,Aromatase_inactives_new_000435,mol_000435,18,18
436,Aromatase_inactives_new_000436,mol_000436,47,47
437,Aromatase_inactives_new_000437,mol_000437,25,25
438,Aromatase_inactives_new_000438,mol_000438,18,17
439,Aromatase_inactives_new_000439,mol_000439,21,20
440,Aromatase_inactives_new_000440,mol_000440,23,24
441,Aromatase_inactives_new_000441,mol_000441,21,21
442,Aromatase_inactives_new_000442,mol_000442,20,20
443,Aromatase_inactives_new_000443,mol_000443,14,14
444,Aromatase_inactives_new_000444,mol_000444,16,16
445,Aromatase_inactives_new_000445,mol_000445,27,27
446,Aromatase_inactives_new_000446,mol_000446,74,78
447,Aromatase_inactives_new_000447,mol_000447,41,44
448,Aromatase_inactives_new_000448,mol_000448,55,56
449,Aromatase_inactives_new_000449,mol_000449,52,54
450,Aromatase_inactives_new_000450,mol_000450,43,46
451,Aromatase_inactives_new_000451,mol_000451,134,140
452,Aromatase_inactives_new_000452,mol_000452,59,59
453,Aromatase_inactives_new_000453,mol_000453,58,63
454,Aromatase_inactives_new_000454,mol_000454,73,73
455,Aromatase_inactives_new_000455,mol_000455,42,45
456,Aromatase_inactives_new_000456,mol_000456,46,49
457,Aromatase_inactives_new_000457,mol_000457,90,89
458,Aromatase_inactives_new_000458,mol_000458,72,74
459,Aromatase_inactives_new_000459,mol_000459,36,39
460,Aromatase_inactives_new_000460,mol_000460,67,70
461,Aromatase_inactives_new_000461,mol_000461,39,41
462,Aromatase_inactives_new_000462,mol_000462,31,33
463,Aromatase_inactives_new_000463,mol_000463,53,56
464,Aromatase_inactives_new_000464,mol_000464,197,202
465,Aromatase_inactives_new_000465,mol_000465,72,74
466,Aromatase_inactives_new_000466,mol_000466,34,36
467,Aromatase_inactives_new_000467,mol_000467,54,57
468,Aromatase_inactives_new_000468,mol_000468,28,29
469,Aromatase_inactives_new_000469,mol_000469,40,41
470,Aromatase_inactives_new_000470,mol_000470,55,54
471,Aromatase_inactives_new_000471,mol_000471,93,99
472,Aromatase_inactives_new_000472,mol_000472,60,63
473,Aromatase_inactives_new_000473,mol_000473,34,36
474,Aromatase_inactives_new_000474,mol_000474,36,37
475,Aromatase_inactives_new_000475,mol_000475,40,42
476,Aromatase_inactives_new_000476,mol_000476,32,34
477,Aromatase_inactives_new_000477,mol_000477,58,61
478,Aromatase_inactives_new_000478,mol_000478,48,49
479,Aromatase_inactives_new_000479,mol_000479,35,36
480,Aromatase_inactives_new_000480,mol_000480,42,42
481,Aromatase_inactives_new_000481,mol_000481,50,52
482,Aromatase_inactives_new_000482,mol_000482,51,54
483,Aromatase_inactives_new_000483,mol_000483,46,50
484,Aromatase_inactives_new_000484,mol_000484,52,56
485,Aromatase_inactives_new_000485,mol_000485,27,28
486,Aromatase_inactives_new_000486,mol_000486,35,38
487,Aromatase_inactives_new_000487,mol_000487,51,54
488,Aromatase_inactives_new_000488,mol_000488,50,52
489,Aromatase_inactives_new_000489,mol_000489,46,50
490,Aromatase_inactives_new_000490,mol_000490,33,35
491,Aromatase_inactives_new_000491,mol_000491,74,76
492,Aromatase_inactives_new_000492,mol_000492,20,20
493,Aromatase_inactives_new_000493,mol_000493,60,63
494,Aromatase_inactives_new_000494,mol_000494,30,31
495,Aromatase_inactives_new_000495,mol_000495,74,77
496,Aromatase_inactives_new_000496,mol_000496,88,88
497,Aromatase_inactives_new_000497,mol_000497,56,60
498,Aromatase_inactives_new_000498,mol_000498,49,52
499,Aromatase_inactives_new_000499,mol_000499,46,49
500,Aromatase_inactives_new_000500,mol_000500,46,49
501,Aromatase_inactives_new_000501,mol_000501,51,54
502,Aromatase_inactives_new_000502,mol_000502,51,53
503,Aromatase_inactives_new_000503,mol_000503,18,19
504,Aromatase_inactives_new_000504,mol_000504,42,43
505,Aromatase_inactives_new_000505,mol_000505,49,52
506,Aromatase_inactives_new_000506,mol_000506,65,69
507,Aromatase_inactives_new_000507,mol_000507,55,58
508,Aromatase_inactives_new_000508,mol_000508,39,41
509,Aromatase_inactives_new_000509,mol_000509,65,66
510,Aromatase_inactives_new_000510,mol_000510,40,38
511,Aromatase_inactives_new_000511,mol_000511,58,58
512,Aromatase_inactives_new_000512,mol_000512,85,86
513,Aromatase_inactives_new_000513,mol_000513,40,39
514,Aromatase_inactives_new_000514,mol_000514,32,33
515,Aromatase_inactives_new_000515,mol_000515,23,24
516,Aromatase_inactives_new_000516,mol_000516,59,63
